90, 4, 4

C4, 1, 4

F4, 1, 4
F4, 1, 8
F4, 1, 8
F4, 1, 4
A4, 1, 4

C5, 1, 4
A4, 1, 4
F4, 1, 2

G4, 1, 4
E4, 1, 4
C4, 1, 2

C5, 1, 4
A4, 1, 4
F4, 1, 4
C4, 1, 4

F4, 1, 4
F4, 1, 8
F4, 1, 8
F4, 1, 4
A4, 1, 4

C5, 1, 4
A4, 1, 4
F4, 1, 2

G4, 1, 2
C4, 3, 8
C4, 1, 8

F4, 1, 1
