90, 4, 4

B4, 1, 4
A4, 1, 4
G4, 1, 4
A4, 1, 4

B4, 1, 4
B4, 1, 4
B4, 1, 2

A4, 1, 4
A4, 1, 4
A4, 1, 2

B4, 1, 4
D5, 1, 4
D5, 1, 2

B4, 1, 4
A4, 1, 4
G4, 1, 4
A4, 1, 4

B4, 1, 4
B4, 1, 4
B4, 1, 4
B4, 1, 4

A4, 1, 4
A4, 1, 4
B4, 1, 4
A4, 1, 4

G4, 1, 1
